date,price
2015-01-02,1938.904487925004
2015-01-04,1856.4593491049932
2015-01-05,1781.9595351960995
2015-01-06,1796.487307085589
2015-01-07,1759.49110940828
2015-01-09,1667.3276432224684
2015-01-10,1732.881512730126
2015-01-11,1788.957201182003
2015-01-13,1786.6387900543589
2015-01-14,1826.0285302708571
2015-01-15,1912.10765934395
2015-01-16,1863.4717814828507
2015-01-17,1787.0083775396597
2015-01-18,1729.556299378787
2015-01-19,1782.4550308196876
2015-01-20,1800.683437320124
2015-01-21,1832.0694137048013
2015-01-23,1945.00715892974
2015-01-24,1961.370066923433
2015-01-25,2042.48259821488
2015-01-26,2088.5002872711952
2015-01-27,2026.7676885843557
2015-01-29,2009.285868718009
2015-01-30,2039.1584429835837
2015-01-31,2108.889535718204
2015-02-01,2009.913184223743
2015-02-03,2039.796077685268
2015-02-04,2059.613120498215
2015-02-06,1922.6448468453016
2015-02-07,1830.60354137736
2015-02-10,1788.8193248824
2015-02-12,1759.509491357969
2015-02-13,1807.0792934916528
2015-02-14,1823.8090409184133
2015-02-15,1767.1527559087726
2015-02-17,1777.186967868015
2015-02-18,1733.614413195011
2015-02-19,1722.1118096315406
2015-02-20,1738.0912891592848
2015-02-23,1702.5064277378742
2015-02-24,1779.7594011812478
2015-02-26,1685.6618842777334
2015-02-28,1624.852216109717
2015-03-01,1643.4449670765953
2015-03-04,1677.4717505884207
2015-03-05,1714.5014197219211
2015-03-06,1694.2766629298303
2015-03-07,1755.607300629869
2015-03-08,1757.138776507318
2015-03-10,1649.8620485248805
2015-03-12,1636.7804005474004
2015-03-13,1634.6761942532196
2015-03-14,1694.972478411621
2015-03-15,1627.8106026155356
2015-03-16,1562.1465428191243
2015-03-17,1484.392011890655
2015-03-18,1536.9807898222837
2015-03-21,1423.6325268034022
2015-03-22,1406.4356528085616
2015-03-23,1441.9194890697438
2015-03-24,1476.2206108805417
2015-03-25,1503.8330429262692
2015-03-26,1539.1185080027285
2015-03-28,1487.4528124113554
2015-03-29,1514.9516629997129
2015-03-31,1482.524880900677
2015-04-01,1426.5394850259192
2015-04-02,1421.212191345904
2015-04-03,1492.2570126643418
2015-04-05,1593.792841490577
2015-04-06,1595.283565085567
2015-04-08,1598.293033067009
2015-04-09,1644.89604389604
2015-04-11,1672.0139174736037
2015-04-13,1710.6904904714147
2015-04-14,1687.9142549758549
2015-04-16,1594.4057654541482
2015-04-17,1570.3004486972875
2015-04-20,1519.6110178742065
2015-04-21,1550.5342028659395
2015-04-22,1535.7523466793507
2015-04-23,1527.2019871073246
2015-04-24,1494.9407031050073
2015-04-25,1474.1057724933926
2015-04-26,1434.1106993368248
2015-04-27,1497.4470145498262
2015-04-28,1567.5509144005744
2015-04-29,1594.335167965943
2015-04-30,1653.8706555055371
2015-05-01,1732.7261962616628
2015-05-02,1794.9109503334516
2015-05-03,1707.4380100479184
2015-05-04,1637.7323059411654
2015-05-05,1567.4439841431324
2015-05-07,1693.742479687404
2015-05-08,1736.8347933225862
2015-05-09,1717.786074841487
2015-05-10,1678.7667295111803
2015-05-13,1597.293619969879
2015-05-14,1632.6458500859376
2015-05-16,1651.9797364516469
2015-05-17,1644.0278728963026
2015-05-18,1690.9187860335592
2015-05-20,1737.6245137393132
2015-05-21,1790.4858198137156
2015-05-22,1725.832727252067
2015-05-23,1663.8448117308155
2015-05-24,1675.9017507189037
2015-05-25,1604.937196376058
2015-05-26,1542.095691665203
2015-05-28,1428.482725215457
