date,price
2015-01-01,4.0
2015-01-02,4.100126582709238
2015-01-03,4.161774281128034
2015-01-04,4.249494438254521
2015-01-05,4.343317746317913
2015-01-06,4.363772101239522
2015-01-10,4.436140754728597
2015-01-13,4.521047675851045
2015-01-15,4.708247686415841
2015-01-17,4.897035681213183
2015-01-18,5.074298086556022
2015-01-20,5.111534544248984
2015-01-21,5.1480694434373655
2015-01-23,5.449255043422571
2015-01-24,5.443704845144844
2015-01-25,5.598499160366533
2015-01-26,5.606512060718115
2015-01-27,5.561096730425023
2015-01-28,5.592936374497397
2015-01-29,5.684028715121875
2015-01-30,5.725685525027118
2015-01-31,5.724083941816
2015-02-01,5.832198533818698
2015-02-02,5.802018308006004
2015-02-03,5.662934188287242
2015-02-04,5.740150162583471
2015-02-05,5.756942033961976
2015-02-06,5.730765525709243
2015-02-07,5.703744015541273
2015-02-09,5.633115429392447
2015-02-10,5.627389894369327
2015-02-11,5.635961829063152
2015-02-13,5.853917788093452
2015-02-14,6.066072308496251
2015-02-15,5.977941892242237
2015-02-16,6.063151107415006
2015-02-17,6.059415334262723
2015-02-18,5.9788387672247305
2015-02-19,5.917661667791559
2015-02-20,5.865067147730982
2015-02-21,6.072256006146956
2015-02-22,6.008680988243169
2015-02-23,6.109859183510903
2015-02-24,6.202379752462591
2015-02-26,6.131514776588923
2015-02-28,6.478064426514938
2015-03-01,6.65853553381527
2015-03-04,6.576312270714755
2015-03-05,6.747457706581459
2015-03-06,6.937885413384826
2015-03-07,6.9326247696728025
2015-03-08,7.0003631039799465
2015-03-09,7.139217630943998
2015-03-10,7.331254776687127
2015-03-11,7.184075314882017
2015-03-12,6.970778834312034
2015-03-13,7.080956001532089
2015-03-15,6.906296347675579
2015-03-16,7.078745535766886
2015-03-18,7.085743505714869
2015-03-19,7.103267725933537
2015-03-20,7.268466422104192
2015-03-22,7.430802163776169
2015-03-23,7.611914587901801
2015-03-24,7.634784978496029
2015-03-25,7.771923934011271
2015-03-26,8.002323296176323
2015-03-27,7.766275137838564
2015-03-28,7.612167598256667
2015-03-29,7.76119402694067
2015-03-31,7.770419524404587
2015-04-01,7.931018806742436
2015-04-02,7.899574101018587
2015-04-03,7.780785784943305
2015-04-04,7.811737635269087
2015-04-06,7.9250160708540065
2015-04-07,8.144437349728582
2015-04-08,8.158966346873138
2015-04-10,8.264986717613704
2015-04-12,8.577881583767434
2015-04-13,8.613203565366058
2015-04-14,8.620090672287475
2015-04-15,8.708185505904423
2015-04-16,8.91064133024327
2015-04-17,8.844493466359092
2015-04-19,8.798797960457746
2015-04-20,9.041891653784994
2015-04-21,9.150074507765286
2015-04-22,9.352315811712026
2015-04-24,9.691120459554542
2015-04-25,9.873296518760435
2015-04-27,10.010764280744697
2015-04-28,10.233342586514562
2015-04-29,10.087554275270678
2015-05-01,10.08892161405641
2015-05-02,9.905187474884052
2015-05-03,9.860448506612045
2015-05-05,10.024452347542484
2015-05-06,9.733461544889028
2015-05-07,9.90065757344961
2015-05-08,9.706329302218007
2015-05-12,9.911820758466838
2015-05-13,9.769830715521444
2015-05-14,10.015023703729774
2015-05-15,10.014851756410769
2015-05-16,10.045788241092268
2015-05-17,10.306033155828954
2015-05-18,10.25699656626961
2015-05-19,9.964578916689032
2015-05-20,10.229330549197096
2015-05-21,10.443310115254423
2015-05-22,10.283597579873051
2015-05-23,10.552098986085872
2015-05-24,10.401895365880426
2015-05-26,10.215004868374594
2015-05-27,10.268211383575537
2015-05-28,10.053460456421648
2015-05-30,9.851894189080866
2015-06-01,10.068871248938828
2015-06-02,10.037584177135331
2015-06-04,10.395468311044258
2015-06-05,10.540366118669647
2015-06-06,10.246313361665512
2015-06-08,10.250389059846343
2015-06-10,10.724483740860205
2015-06-14,11.144640073800463
2015-06-15,10.86805809166729
2015-06-16,10.959670905336154
2015-06-17,10.650062409127072
2015-06-19,11.21933031828977
2015-06-20,11.543089961965334
2015-06-21,11.228315851800156
2015-06-22,11.217465833826177
2015-06-23,11.553502848853093
2015-06-25,11.750843802945022
2015-06-26,11.583925602499187
2015-06-28,11.282388378405642
2015-06-29,11.293850545193388
2015-06-30,11.305013984596467
2015-07-01,11.375566155290626
2015-07-03,11.42630746382524
2015-07-04,11.729606407753934
2015-07-08,11.491782402376757
2015-07-11,10.894004192915462
2015-07-12,10.827826966660888
2015-07-13,10.79198348888096
2015-07-14,10.83287200659506
2015-07-15,10.839341989317065
2015-07-17,10.81297679698828
2015-07-18,10.974560383389392
2015-07-19,11.128013832111137
2015-07-21,11.071022823043345
2015-07-22,11.39204539479988
2015-07-24,11.937621164569428
2015-07-26,12.301273917756255
2015-07-27,12.472043617962967
2015-07-28,12.325056490758683
2015-07-29,12.593856573180242
2015-07-30,12.850114109331289
2015-07-31,12.865796187580491
2015-08-01,12.493066618063663
2015-08-02,12.13366326809214
2015-08-03,11.937586317731082
2015-08-04,12.047067774840428
2015-08-05,12.359035889988132
2015-08-06,12.40084550058571
2015-08-07,12.481687051504574
2015-08-09,12.517189956181037
2015-08-10,12.235403614107229
2015-08-11,11.959718094075017
2015-08-12,12.256970018800809
2015-08-13,12.159200308750206
2015-08-14,12.457815791115902
2015-08-15,12.107808081098945
2015-08-16,11.951267498386672
2015-08-17,11.68912030898399
2015-08-18,11.868401367257665
2015-08-19,12.222122838631764
2015-08-20,12.08626819196162
2015-08-21,11.897814715721257
2015-08-22,12.051754523370567
2015-08-23,12.40838701917043
2015-08-24,12.632070064489994
2015-08-25,12.687816189209173
2015-08-26,12.93388825002858
2015-08-27,13.086601140378548
2015-08-28,13.01422108710288
2015-08-29,13.114777429131664
2015-08-30,13.355541940091683
2015-08-31,13.564116219590554
2015-09-01,13.46762137424304
2015-09-02,13.51809291889852
2015-09-04,13.566818680932933
2015-09-07,13.536926336704418
2015-09-09,13.893676970965425
2015-09-12,13.642158555135556
2015-09-13,13.422146798282018
2015-09-14,13.332341617757336
2015-09-15,12.943431800340216
2015-09-16,12.892595386375673
2015-09-17,13.215140118914077
2015-09-18,13.57588506107947
2015-09-19,13.867254655222313
2015-09-20,13.754456828704225
2015-09-21,14.00394033911932
2015-09-25,13.09913057575867
2015-09-27,13.22726006532022
2015-09-28,13.605711562415555
2015-09-30,13.979842918490885
2015-10-01,13.718106274956224
2015-10-02,13.521274177904584
2015-10-03,13.602384628184971
2015-10-04,13.865835739233964
2015-10-05,14.188628164662786
2015-10-06,14.195156288083066
2015-10-07,13.90886436775495
2015-10-08,14.293927184425872
2015-10-10,14.901688154755565
2015-10-11,14.796138930191493
2015-10-13,15.459444252500932
2015-10-14,15.870179364956932
2015-10-15,16.027714398785395
2015-10-18,16.765755290913873
2015-10-19,16.47466863870495
2015-10-20,16.46929029474544
2015-10-21,16.442189968244964
2015-10-25,16.726267884468204
2015-10-27,16.54725957864608
2015-10-28,16.25494563934064
2015-10-29,16.40659684501498
2015-10-30,16.64518776709724
2015-10-31,16.942848926779916
2015-11-02,16.301105198164667
2015-11-03,16.264824610700643
2015-11-04,16.36293891850833
2015-11-06,16.4234484655259
2015-11-07,16.20821892199679
2015-11-08,16.06752044946535
2015-11-09,16.117688241910336
2015-11-10,15.63602967386982
2015-11-11,15.568966885855962
2015-11-12,15.805821212281858
2015-11-13,16.27716672890881
2015-11-15,16.166403847039106
2015-11-16,15.69932320918213
2015-11-17,16.153523089284977
2015-11-18,16.553090887507352
2015-11-19,17.023796143079025
2015-11-20,17.078373778877516
2015-11-22,16.41976332629056
2015-11-23,16.23645654682883
2015-11-24,16.263532670311687
2015-11-26,16.19219773343013
2015-11-27,15.923583823445975
2015-11-28,16.27510850515617
2015-11-29,16.52022301955321
2015-11-30,16.960155372997534
2015-12-01,17.372359418209264
2015-12-03,17.469587000381317
2015-12-05,17.05188562869457
2015-12-06,17.263600160082802
2015-12-07,17.331653314090065
2015-12-09,17.351098398829247
2015-12-13,17.072938001908177
2015-12-14,16.96359909530251
2015-12-15,17.315616504590306
2015-12-16,16.845201476934594
2015-12-17,16.963285145764612
2015-12-19,16.465622100451707
2015-12-22,17.167254610326385
2015-12-24,17.20773049618928
2015-12-25,17.297789210122502
2015-12-26,17.41242049132738
2015-12-31,16.82572832809709
2016-01-01,17.087813885593576
2016-01-02,16.885959832879266
2016-01-03,16.599244196737274
2016-01-04,16.88705728393305
2016-01-05,16.904905266525706
2016-01-06,17.01011123143802
2016-01-07,16.628233669780077
2016-01-08,16.727165652692804
2016-01-10,16.36313160538528
2016-01-13,16.65780921619552
2016-01-14,16.687221535700147
2016-01-15,16.57939207901639
2016-01-16,17.042455007739363
2016-01-17,16.94881164508311
2016-01-19,17.073470768688075
2016-01-20,16.58648157625747
2016-01-22,16.390276511957172
2016-01-23,16.686982649794434
2016-01-24,16.457930801375042
2016-01-25,16.518273229994453
2016-01-26,16.038636438200275
2016-01-27,16.109400323476553
2016-01-28,15.937012508485374
2016-01-29,15.645006502370302
2016-01-30,16.090229665545124
2016-01-31,16.033545851049507
