date,price
2015-01-01,2.0
2015-01-03,1.6053452622019446
2015-01-04,1.7200050424904252
2015-01-05,1.8987968103428507
2015-01-06,1.858198343596704
2015-01-07,1.6998064482033912
2015-01-08,1.494363993287254
2015-01-09,1.322813217913051
2015-01-10,1.2756587495750142
2015-01-11,1.3203875684516568
2015-01-12,1.3812327564150704
2015-01-15,1.4455146862941832
2015-01-17,1.4197807205818915
2015-01-18,1.2862571736777837
2015-01-19,1.397721713117361
2015-01-20,1.3376672127159857
2015-01-21,1.2659331083333143
2015-01-22,1.231019377321004
2015-01-23,1.1646331429884975
2015-01-24,1.115009553269572
2015-01-26,1.0736861896592973
2015-01-27,1.0645555383030303
2015-01-29,1.0640473166473188
2015-01-30,1.1085447228468668
2015-01-31,0.9835792091145704
2015-02-01,0.962005131802002
2015-02-02,0.9986408703911582
2015-02-04,0.9743706139922268
2015-02-05,0.9327983610861306
2015-02-06,0.887866522115305
2015-02-10,1.1003690639487391
2015-02-11,1.0095933829754655
2015-02-12,0.9551411202897148
2015-02-14,0.949717941926914
2015-02-15,0.9608921320976456
2015-02-16,1.0789984353681454
2015-02-17,1.095516485567012
2015-02-18,0.9953600374431902
2015-02-19,1.076571279281101
2015-02-20,0.980801223809306
2015-02-21,0.8601608307674549
2015-02-22,0.8467938514630584
2015-02-23,0.7716258829012175
2015-02-24,0.7888890275536237
2015-02-25,0.8433762071601627
2015-02-26,0.8163406248513765
2015-02-27,0.9182070248259756
2015-03-01,0.8275198734558163
2015-03-03,0.8579809498990205
2015-03-04,0.8601245199786172
2015-03-05,0.7546141105735149
2015-03-09,0.804491493960661
2015-03-10,0.860575103902958
2015-03-12,0.8885682865655412
2015-03-14,0.918394504241456
2015-03-15,0.878546661019041
2015-03-16,0.8863043911433025
2015-03-18,0.8346765282883154
2015-03-19,0.8692046347768285
2015-03-20,0.7819388884070599
2015-03-21,0.7542186015256422
2015-03-22,0.660607923305012
2015-03-24,0.6888423410756801
2015-03-25,0.6164619249143469
2015-03-26,0.6175753391536154
2015-03-28,0.5483641872384576
2015-03-29,0.5209660419111837
2015-03-30,0.4620200307628356
2015-03-31,0.4470668746293212
2015-04-02,0.5263027096973592
2015-04-03,0.4670601252409621
2015-04-04,0.4527730488650588
2015-04-05,0.4114460072770124
2015-04-07,0.4166763300627578
2015-04-09,0.4341143892898161
2015-04-11,0.3878114793549341
2015-04-12,0.3643344482773837
2015-04-13,0.3547339511884125
2015-04-14,0.3855750262566536
2015-04-15,0.3550920452138962
2015-04-17,0.3127601143488538
2015-04-18,0.3141170967811726
2015-04-19,0.2879667061076285
2015-04-20,0.283514934932723
2015-04-21,0.2941429825955194
2015-04-22,0.3286113148676337
2015-04-23,0.3318187745205171
2015-04-24,0.3109918569849327
2015-04-27,0.2527854390722761
2015-04-28,0.2665635299417969
2015-04-29,0.25428269762696
2015-04-30,0.226940995178384
2015-05-01,0.218620715555261
2015-05-02,0.1925001950155956
2015-05-03,0.1760375663749462
2015-05-04,0.1705340578291697
2015-05-05,0.1846210387572299
2015-05-06,0.1843665275273775
2015-05-07,0.1720885360944202
2015-05-08,0.1830914919813811
2015-05-09,0.1668138574522228
2015-05-10,0.1811059478908226
2015-05-11,0.1637736465290161
2015-05-12,0.178022273283827
2015-05-13,0.1602741230943533
2015-05-15,0.1560741865334985
2015-05-16,0.1710421934158443
2015-05-20,0.1075357423091543
2015-05-21,0.1052985264520671
2015-05-23,0.1044864342240293
2015-05-25,0.1091572293893209
2015-05-26,0.1109965675705277
2015-05-27,0.102046296131503
2015-05-28,0.0917557066521143
2015-05-29,0.0807442610860148
2015-05-30,0.0895864450770211
2015-05-31,0.0786036098730903
2015-06-01,0.0793702056069103
2015-06-02,0.0788800104126892
2015-06-03,0.0878582634346284
2015-06-05,0.0845689233176854
2015-06-07,0.067513191122947
2015-06-08,0.0596554644272393
2015-06-09,0.0594768104980529
2015-06-10,0.0646025258734982
2015-06-11,0.0710885280132355
2015-06-12,0.0772555573868649
2015-06-13,0.0762798162895733
2015-06-14,0.0683272246718134
2015-06-15,0.0667037828653401
2015-06-16,0.0610804976776619
2015-06-17,0.0639303893080149
2015-06-18,0.0582100411676098
2015-06-19,0.0586821254884632
2015-06-21,0.053126220892996
2015-06-25,0.0553997357248823
2015-06-26,0.0529551223550293
2015-06-27,0.0470792226159578
2015-06-29,0.0481703817551759
2015-07-02,0.0555358629699735
2015-07-04,0.0485194989164299
2015-07-06,0.038557076249143
2015-07-09,0.0400249603444127
2015-07-10,0.0358794337864964
2015-07-11,0.0358305891103212
2015-07-12,0.0356737204258516
2015-07-13,0.0350666417719648
2015-07-14,0.0334832084015917
2015-07-17,0.0319989855228896
2015-07-18,0.0346853258298095
2015-07-20,0.0342578763790676
2015-07-21,0.0351610867656928
2015-07-22,0.0389045425937884
2015-07-23,0.0416114440483474
2015-07-24,0.0446258246666085
2015-07-25,0.044196355278553
2015-07-27,0.0379598389285498
2015-07-28,0.0342776179399626
2015-07-30,0.0354166929518992
2015-08-01,0.0303090125239142
2015-08-03,0.0299953468803278
2015-08-04,0.0327835726437187
2015-08-05,0.035804947913479
2015-08-06,0.0369801446262037
2015-08-08,0.0378510253815414
2015-08-09,0.0335312655762085
2015-08-10,0.0323473985759709
2015-08-13,0.0275231219383213
2015-08-14,0.0246091952016838
